quarter,logE,count
1993-10-01T00:00:00.000000,-2.0402208285265546,2
1994-01-01T00:00:00.000000,3.4011973816621555,1
1994-04-01T00:00:00.000000,0.26236426446749106,3
1994-07-01T00:00:00.000000,-0.7550225842780328,2
1994-10-01T00:00:00.000000,1.6094379124341003,7
1995-01-01T00:00:00.000000,-1.5141277326297755,5
1995-04-01T00:00:00.000000,-2.419118909249997,2
1995-07-01T00:00:00.000000,0.26236426446749106,8
1995-10-01T00:00:00.000000,0.09531017980432493,6
1996-01-01T00:00:00.000000,-0.342490308946776,9
1996-04-01T00:00:00.000000,-2.120263536200091,3
1996-07-01T00:00:00.000000,-0.4942963218147801,9
1996-10-01T00:00:00.000000,-0.3856624808119846,12
1997-01-01T00:00:00.000000,0.1823215567939546,8
1997-04-01T00:00:00.000000,-0.15082288973458366,2
1997-07-01T00:00:00.000000,-0.6348782724359695,6
1997-10-01T00:00:00.000000,0.6418538861723947,5
1998-01-01T00:00:00.000000,-0.8915981192837836,4
1998-07-01T00:00:00.000000,-0.9675840262617056,5
1998-10-01T00:00:00.000000,0.47000362924573563,4
1999-01-01T00:00:00.000000,2.2823823856765264,10
1999-04-01T00:00:00.000000,-0.9942522733438669,4
1999-07-01T00:00:00.000000,-0.07257069283483537,7
1999-10-01T00:00:00.000000,-0.3011050927839216,9
2000-01-01T00:00:00.000000,1.9878743481543455,7
2000-04-01T00:00:00.000000,-0.6348782724359695,14
2000-07-01T00:00:00.000000,1.1314021114911006,11
2000-10-01T00:00:00.000000,-0.342490308946776,6
2001-01-01T00:00:00.000000,-0.8209805520698302,3
2001-04-01T00:00:00.000000,2.1972245773362196,5
2001-07-01T00:00:00.000000,1.0296194171811581,5
2001-10-01T00:00:00.000000,-0.18632957819149348,9
2002-01-01T00:00:00.000000,-0.3856624808119846,11
2002-04-01T00:00:00.000000,2.174751721484161,7
2002-07-01T00:00:00.000000,1.1939224684724346,6
2002-10-01T00:00:00.000000,0.1823215567939546,6
2003-01-01T00:00:00.000000,-0.5978370007556204,8
2003-04-01T00:00:00.000000,0.26236426446749106,12
2003-07-01T00:00:00.000000,1.5260563034950492,10
2003-10-01T00:00:00.000000,0.47000362924573563,7
2004-01-01T00:00:00.000000,-0.4462871026284195,8
2004-04-01T00:00:00.000000,1.3609765531356006,13
2004-07-01T00:00:00.000000,2.5649493574615367,9
2004-10-01T00:00:00.000000,2.8903717578961645,9
2005-01-01T00:00:00.000000,0.1823215567939546,11
2005-04-01T00:00:00.000000,-0.4462871026284195,17
2005-07-01T00:00:00.000000,-1.3862943611198906,6
2005-10-01T00:00:00.000000,-0.6348782724359695,11
2006-01-01T00:00:00.000000,0.9932517730102834,9
2006-04-01T00:00:00.000000,1.6094379124341003,8
2006-07-01T00:00:00.000000,1.0296194171811581,11
2006-10-01T00:00:00.000000,2.6390573296152584,9
2007-01-01T00:00:00.000000,0.3364722366212129,9
2007-04-01T00:00:00.000000,0.0,9
2007-07-01T00:00:00.000000,-0.4307829160924542,1
2007-10-01T00:00:00.000000,-0.916290731874155,5
2008-01-01T00:00:00.000000,-1.1086626245216111,8
2008-04-01T00:00:00.000000,-0.7133498878774648,10
2008-07-01T00:00:00.000000,-0.9675840262617056,9
2008-10-01T00:00:00.000000,0.0,10
2009-01-01T00:00:00.000000,1.252762968495368,7
2009-04-01T00:00:00.000000,-0.2744368457017603,10
2009-07-01T00:00:00.000000,0.8329091229351039,7
2009-10-01T00:00:00.000000,3.4965075614664802,11
2010-01-01T00:00:00.000000,0.1823215567939546,9
2010-04-01T00:00:00.000000,0.7884573603642703,6
2010-07-01T00:00:00.000000,2.6390573296152584,10
2010-10-01T00:00:00.000000,2.272125885509337,11
2011-01-01T00:00:00.000000,-1.4696759700589417,8
2011-04-01T00:00:00.000000,1.589235205116581,9
2011-07-01T00:00:00.000000,-1.171182981502945,11
2011-10-01T00:00:00.000000,-0.843970070294529,5
2012-01-01T00:00:00.000000,-0.4155154439616658,10
2012-04-01T00:00:00.000000,-0.4462871026284195,9
2012-07-01T00:00:00.000000,-0.37106368139083207,9
2012-10-01T00:00:00.000000,0.26236426446749106,9
2013-01-01T00:00:00.000000,6.089044875446846,6
2013-04-01T00:00:00.000000,2.2823823856765264,5
2013-07-01T00:00:00.000000,0.0,9
2013-10-01T00:00:00.000000,1.252762968495368,5
2014-01-01T00:00:00.000000,0.4054651081081644,9
2014-04-01T00:00:00.000000,0.8754687373538999,6
2014-07-01T00:00:00.000000,2.028148247292285,7
2014-10-01T00:00:00.000000,0.5306282510621704,12
2015-01-01T00:00:00.000000,-0.6348782724359695,12
2015-04-01T00:00:00.000000,0.0,13
2015-07-01T00:00:00.000000,1.3609765531356006,9
2015-10-01T00:00:00.000000,-0.4155154439616658,11
2016-01-01T00:00:00.000000,2.5649493574615367,9
2016-04-01T00:00:00.000000,0.3364722366212129,11
2016-07-01T00:00:00.000000,-0.5978370007556204,7
2016-10-01T00:00:00.000000,-0.916290731874155,6
2017-01-01T00:00:00.000000,1.0647107369924282,8
2017-04-01T00:00:00.000000,0.1823215567939546,7
2017-07-01T00:00:00.000000,-1.4696759700589417,4
2017-10-01T00:00:00.000000,2.066862759472976,11
2018-01-01T00:00:00.000000,-0.09431067947124129,9
2018-04-01T00:00:00.000000,1.0296194171811581,11
2018-07-01T00:00:00.000000,0.6418538861723947,10
2018-10-01T00:00:00.000000,3.8918202981106265,9
2019-01-01T00:00:00.000000,1.4586150226995167,7
2019-04-01T00:00:00.000000,1.791759469228055,15
2019-07-01T00:00:00.000000,-0.37106368139083207,10
2019-10-01T00:00:00.000000,-0.5621189181535413,10
2020-01-01T00:00:00.000000,-0.020202707317519466,14
2020-04-01T00:00:00.000000,-0.916290731874155,8
2020-07-01T00:00:00.000000,-1.3093333199837622,6
2020-10-01T00:00:00.000000,2.4849066497880004,13
2021-01-01T00:00:00.000000,-0.2876820724517809,9
2021-04-01T00:00:00.000000,-0.6539264674066639,6
2021-07-01T00:00:00.000000,0.5877866649021191,6
2021-10-01T00:00:00.000000,-1.6607312068216509,11
2022-01-01T00:00:00.000000,1.9459101490553132,15
2022-04-01T00:00:00.000000,-1.1086626245216111,8
2022-07-01T00:00:00.000000,0.5877866649021191,12
2022-10-01T00:00:00.000000,-1.6094379124341003,7
2023-01-01T00:00:00.000000,0.09531017980432493,11
2023-04-01T00:00:00.000000,1.9600947840472698,8
2023-07-01T00:00:00.000000,1.33500106673234,8
2023-10-01T00:00:00.000000,-0.2484613592984996,9
2024-01-01T00:00:00.000000,-1.8325814637483102,3
2024-04-01T00:00:00.000000,0.1823215567939546,11
2024-07-01T00:00:00.000000,1.62924053973028,10
2024-10-01T00:00:00.000000,1.2237754316221157,8
2025-01-01T00:00:00.000000,0.8754687373538999,14
2025-04-01T00:00:00.000000,0.0,7
2025-07-01T00:00:00.000000,-2.2072749131897207,1
